"Season","Daynum","Wteam","Wscore","Lteam","Lscore","Wloc","Numot","WinningTeam","LosingTeam","WinningTeamSeed","LosingTeamSeed"
"1997","136","1417","109","1149","75","N","0","UCLA","Charleston So","02","15"
"1997","136","1437","101","1254","91","N","0","Villanova","Long Island","04","13"
"1997","136","1462","80","1435","68","N","0","Xavier","Vanderbilt","07","10"
"1997","137","1150","79","1207","67","N","0","Charlotte","Georgetown","07","10"
"1997","137","1151","73","1208","70","N","0","Chattanooga","Georgia","14","03"
"1997","137","1155","68","1275","56","N","0","Clemson","Miami OH","04","13"
"1997","137","1164","78","1376","65","N","0","Coppin St","South Carolina","15","02"
"1997","137","1181","71","1293","68","N","0","Duke","Murray St","02","15"
"1997","137","1228","90","1425","77","N","0","Illinois","USC","06","11"
"1997","137","1257","65","1269","57","N","0","Louisville","Massachusetts","06","11"
"1997","137","1278","78","1402","46","N","0","Minnesota","Texas St","01","16"
"1997","137","1307","59","1330","55","N","0","New Mexico","Old Dominion","03","14"
"1997","137","1344","81","1266","59","N","0","Providence","Marquette","10","07"
"1997","137","1390","80","1328","67","N","0","Stanford","Oklahoma","06","11"
"1997","137","1396","62","1279","40","N","0","Temple","Mississippi","09","08"
"1997","137","1400","71","1458","58","N","0","Texas","Wisconsin","10","07"
"1997","137","1409","81","1131","52","N","0","Tulsa","Boston Univ","05","12"
"1997","137","1428","75","1298","61","N","0","Utah","Navy","02","15"
"1997","137","1448","68","1388","46","N","0","Wake Forest","St Mary's CA","03","14"
"1997","138","1112","73","1158","69","N","0","Arizona","Col Charleston","04","12"
"1997","138","1143","75","1437","68","N","0","California","Villanova","05","04"
"1997","138","1235","67","1153","66","N","0","Iowa St","Cincinnati","06","03"
"1997","138","1242","75","1345","61","N","0","Kansas","Purdue","01","08"
"1997","138","1246","75","1234","69","N","0","Kentucky","Iowa","01","08"
"1997","138","1314","73","1160","56","N","0","North Carolina","Colorado","01","09"
"1997","138","1386","81","1130","77","N","1","St Joseph's PA","Boston College","04","05"
"1997","138","1417","96","1462","83","N","0","UCLA","Xavier","02","07"
"1997","139","1151","75","1228","63","N","0","Chattanooga","Illinois","14","06"
"1997","139","1155","65","1409","59","N","0","Clemson","Tulsa","04","05"
"1997","139","1257","64","1307","63","N","0","Louisville","New Mexico","06","03"
"1997","139","1278","76","1396","57","N","0","Minnesota","Temple","01","09"
"1997","139","1344","98","1181","87","N","0","Providence","Duke","10","02"
"1997","139","1390","72","1448","66","N","0","Stanford","Wake Forest","06","03"
"1997","139","1400","82","1164","81","N","0","Texas","Coppin St","10","15"
"1997","139","1428","77","1150","58","N","0","Utah","Charlotte","02","07"
"1997","143","1246","83","1386","68","N","0","Kentucky","St Joseph's PA","01","04"
"1997","143","1278","90","1155","84","N","1","Minnesota","Clemson","01","04"
"1997","143","1417","74","1235","73","N","1","UCLA","Iowa St","02","06"
"1997","143","1428","82","1390","77","N","1","Utah","Stanford","02","06"
"1997","144","1112","85","1242","82","N","0","Arizona","Kansas","04","01"
"1997","144","1257","78","1400","63","N","0","Louisville","Texas","06","10"
"1997","144","1314","63","1143","57","N","0","North Carolina","California","01","05"
"1997","144","1344","71","1151","65","N","0","Providence","Chattanooga","10","14"
"1997","145","1246","72","1428","59","N","0","Kentucky","Utah","01","02"
"1997","145","1278","80","1417","72","N","0","Minnesota","UCLA","01","02"
"1997","146","1112","96","1344","92","N","1","Arizona","Providence","04","10"
"1997","146","1314","97","1257","74","N","0","North Carolina","Louisville","01","06"
"1997","152","1112","66","1314","58","N","0","Arizona","North Carolina","04","01"
"1997","152","1246","78","1278","69","N","0","Kentucky","Minnesota","01","01"
"1997","154","1112","84","1246","79","N","1","Arizona","Kentucky","04","01"
"1998","136","1112","99","1311","60","N","0","Arizona","Nicholls St","01","16"
"1998","136","1116","74","1304","65","N","0","Arkansas","Nebraska","06","11"
"1998","136","1150","77","1227","62","N","0","Charlotte","IL Chicago","08","09"
"1998","136","1153","65","1319","62","N","0","Cincinnati","Northern Arizona","02","15"
"1998","136","1163","93","1192","85","N","0","Connecticut","F Dickinson","02","15"
"1998","136","1228","64","1375","51","N","0","Illinois","South Alabama","05","12"
"1998","136","1229","82","1397","81","N","1","Illinois St","Tennessee","09","08"
"1998","136","1231","94","1328","87","N","1","Indiana","Oklahoma","07","10"
"1998","136","1268","82","1429","68","N","0","Maryland","Utah St","04","13"
"1998","136","1277","83","1185","71","N","0","Michigan St","E Michigan","04","13"
"1998","136","1314","88","1298","52","N","0","North Carolina","Navy","01","16"
"1998","136","1343","69","1424","57","N","0","Princeton","UNLV","05","12"
"1998","136","1350","62","1376","61","N","0","Richmond","South Carolina","14","03"
"1998","136","1428","85","1362","68","N","0","Utah","San Francisco","03","14"
"1998","136","1449","69","1462","68","N","0","Washington","Xavier","11","06"
"1998","136","1452","82","1396","52","N","0","West Virginia","Temple","10","07"
"1998","137","1178","66","1385","64","N","0","Detroit","St John's","10","07"
"1998","137","1181","99","1347","63","N","0","Duke","Radford","01","16"
"1998","137","1199","96","1395","87","N","0","Florida St","TCU","12","05"
"1998","137","1242","110","1341","52","N","0","Kansas","Prairie View","01","16"
"1998","137","1246","82","1354","67","N","0","Kentucky","S Carolina St","02","15"
"1998","137","1276","80","1172","61","N","0","Michigan","Davidson","03","14"
"1998","137","1307","79","1139","62","N","0","New Mexico","Butler","04","13"
"1998","137","1329","74","1203","59","N","0","Oklahoma St","G Washington","08","09"
"1998","137","1345","95","1174","56","N","0","Purdue","Delaware","02","15"
"1998","137","1348","97","1293","74","N","0","Rhode Island","Murray St","08","09"
"1998","137","1387","51","1269","46","N","0","St Louis","Massachusetts","10","07"
"1998","137","1390","67","1158","57","N","0","Stanford","Col Charleston","03","14"
"1998","137","1393","63","1233","61","N","0","Syracuse","Iona","05","12"
"1998","137","1417","65","1274","62","N","0","UCLA","Miami FL","06","11"
"1998","137","1434","70","1279","69","N","0","Valparaiso","Mississippi","13","04"
"1998","137","1444","75","1155","72","N","0","W Michigan","Clemson","11","06"
"1998","138","1112","82","1229","49","N","0","Arizona","Illinois St","01","09"
"1998","138","1163","78","1231","68","N","0","Connecticut","Indiana","02","07"
"1998","138","1268","67","1228","61","N","0","Maryland","Illinois","04","05"
"1998","138","1277","63","1343","56","N","0","Michigan St","Princeton","04","05"
"1998","138","1314","93","1150","83","N","1","North Carolina","Charlotte","01","08"
"1998","138","1428","75","1116","69","N","0","Utah","Arkansas","03","06"
"1998","138","1449","81","1350","66","N","0","Washington","Richmond","11","14"
"1998","138","1452","75","1153","74","N","0","West Virginia","Cincinnati","10","02"
"1998","139","1181","79","1329","73","N","0","Duke","Oklahoma St","01","08"
"1998","139","1246","88","1387","61","N","0","Kentucky","St Louis","02","10"
"1998","139","1345","80","1178","65","N","0","Purdue","Detroit","02","10"
"1998","139","1348","80","1242","75","N","0","Rhode Island","Kansas","08","01"
"1998","139","1390","83","1444","65","N","0","Stanford","W Michigan","03","11"
"1998","139","1393","56","1307","46","N","0","Syracuse","New Mexico","05","04"
"1998","139","1417","85","1276","82","N","0","UCLA","Michigan","06","03"
"1998","139","1434","83","1199","77","N","1","Valparaiso","Florida St","13","12"
"1998","143","1112","87","1268","79","N","0","Arizona","Maryland","01","04"
"1998","143","1163","75","1449","74","N","0","Connecticut","Washington","02","11"
"1998","143","1314","73","1277","58","N","0","North Carolina","Michigan St","01","04"
"1998","143","1428","65","1452","62","N","0","Utah","West Virginia","03","10"
"1998","144","1181","80","1393","67","N","0","Duke","Syracuse","01","05"
"1998","144","1246","94","1417","68","N","0","Kentucky","UCLA","02","06"
"1998","144","1348","74","1434","68","N","0","Rhode Island","Valparaiso","08","13"
"1998","144","1390","67","1345","59","N","0","Stanford","Purdue","03","02"
"1998","145","1314","75","1163","64","N","0","North Carolina","Connecticut","01","02"
"1998","145","1428","76","1112","51","N","0","Utah","Arizona","03","01"
"1998","146","1246","86","1181","84","N","0","Kentucky","Duke","02","01"
"1998","146","1390","79","1348","77","N","0","Stanford","Rhode Island","03","08"
"1998","152","1246","86","1390","85","N","1","Kentucky","Stanford","02","03"
"1998","152","1428","65","1314","59","N","0","Utah","North Carolina","03","01"
"1998","154","1246","78","1428","69","N","0","Kentucky","Utah","02","03"
"1999","136","1116","94","1373","80","N","0","Arkansas","Siena","04","13"
"1999","136","1120","80","1457","41","N","0","Auburn","Winthrop","01","16"
"1999","136","1163","91","1427","66","N","0","Connecticut","UT San Antonio","01","16"
"1999","136","1166","62","1257","58","N","0","Creighton","Louisville","10","07"
"1999","136","1178","56","1417","53","N","0","Detroit","UCLA","12","05"
"1999","136","1196","75","1335","61","N","0","Florida","Penn","06","11"
"1999","136","1211","75","1278","63","N","0","Gonzaga","Minnesota","10","07"
"1999","136","1231","108","1203","88","N","0","Indiana","G Washington","06","11"
"1999","136","1234","77","1412","64","N","0","Iowa","UAB","05","12"
"1999","136","1268","82","1434","60","N","0","Maryland","Valparaiso","02","15"
"1999","136","1307","61","1281","59","N","0","New Mexico","Missouri","09","08"
"1999","136","1326","72","1293","58","N","0","Ohio St","Murray St","04","13"
"1999","136","1329","69","1393","61","N","0","Oklahoma St","Syracuse","09","08"
"1999","136","1385","69","1359","43","N","0","St John's","Samford","03","14"
"1999","136","1390","69","1108","57","N","0","Stanford","Alcorn St","02","15"
"1999","136","1451","76","1314","74","N","0","Weber St","North Carolina","14","03"
"1999","137","1150","81","1348","70","N","1","Charlotte","Rhode Island","05","12"
"1999","137","1153","72","1206","48","N","0","Cincinnati","George Mason","03","14"
"1999","137","1181","99","1197","58","N","0","Duke","Florida A&M","01","16"
"1999","137","1242","95","1191","74","N","0","Kansas","Evansville","06","11"
"1999","137","1246","82","1308","60","N","0","Kentucky","New Mexico St","03","14"
"1999","137","1274","75","1248","54","N","0","Miami FL","Lafayette","02","15"
"1999","137","1275","59","1449","58","N","0","Miami OH","Washington","10","07"
"1999","137","1277","76","1291","53","N","0","Michigan St","Mt St Mary's","01","16"
"1999","137","1279","72","1437","70","N","0","Mississippi","Villanova","09","08"
"1999","137","1283","43","1458","32","N","0","Missouri St","Wisconsin","12","05"
"1999","137","1328","61","1112","60","N","0","Oklahoma","Arizona","13","04"
"1999","137","1345","58","1400","54","N","0","Purdue","Texas","10","07"
"1999","137","1396","61","1245","54","N","0","Temple","Kent","06","11"
"1999","137","1397","62","1174","52","N","0","Tennessee","Delaware","04","13"
"1999","137","1409","62","1158","53","N","0","Tulsa","Col Charleston","09","08"
"1999","137","1428","80","1117","58","N","0","Utah","Arkansas St","02","15"
"1999","138","1120","81","1329","74","N","0","Auburn","Oklahoma St","01","09"
"1999","138","1163","78","1307","56","N","0","Connecticut","New Mexico","01","09"
"1999","138","1196","82","1451","74","N","1","Florida","Weber St","06","14"
"1999","138","1211","82","1390","74","N","0","Gonzaga","Stanford","10","02"
"1999","138","1234","82","1116","72","N","0","Iowa","Arkansas","05","04"
"1999","138","1268","75","1166","63","N","0","Maryland","Creighton","02","10"
"1999","138","1326","75","1178","44","N","0","Ohio St","Detroit","04","12"
"1999","138","1385","86","1231","61","N","0","St John's","Indiana","03","06"
"1999","139","1181","97","1409","56","N","0","Duke","Tulsa","01","09"
"1999","139","1246","92","1242","88","N","1","Kentucky","Kansas","03","06"
"1999","139","1275","66","1428","58","N","0","Miami OH","Utah","10","02"
"1999","139","1277","74","1279","66","N","0","Michigan St","Mississippi","01","09"
"1999","139","1283","81","1397","51","N","0","Missouri St","Tennessee","12","04"
"1999","139","1328","85","1150","72","N","0","Oklahoma","Charlotte","13","05"
"1999","139","1345","73","1274","63","N","0","Purdue","Miami FL","10","02"
"1999","139","1396","64","1153","54","N","0","Temple","Cincinnati","06","03"
"1999","143","1163","78","1234","68","N","0","Connecticut","Iowa","01","05"
"1999","143","1211","73","1196","72","N","0","Gonzaga","Florida","10","06"
"1999","143","1326","72","1120","64","N","0","Ohio St","Auburn","04","01"
"1999","143","1385","76","1268","62","N","0","St John's","Maryland","03","02"
"1999","144","1181","78","1283","61","N","0","Duke","Missouri St","01","12"
"1999","144","1246","58","1275","43","N","0","Kentucky","Miami OH","03","10"
"1999","144","1277","54","1328","46","N","0","Michigan St","Oklahoma","01","13"
"1999","144","1396","77","1345","55","N","0","Temple","Purdue","06","10"
"1999","145","1163","67","1211","62","N","0","Connecticut","Gonzaga","01","10"
"1999","145","1326","77","1385","74","N","0","Ohio St","St John's","04","03"
"1999","146","1181","85","1396","64","N","0","Duke","Temple","01","06"
"1999","146","1277","73","1246","66","N","0","Michigan St","Kentucky","01","03"
"1999","152","1163","64","1326","58","N","0","Connecticut","Ohio St","01","04"
"1999","152","1181","68","1277","62","N","0","Duke","Michigan St","01","01"
"1999","154","1163","77","1181","74","N","0","Connecticut","Duke","01","01"
"2000","136","1112","71","1238","47","N","0","Arizona","Jackson St","01","16"
"2000","136","1120","72","1166","69","N","0","Auburn","Creighton","07","10"
"2000","136","1211","77","1257","66","N","0","Gonzaga","Louisville","10","07"
"2000","136","1235","88","1148","78","N","0","Iowa St","Central Conn","02","15"
"2000","136","1246","85","1382","80","N","2","Kentucky","St Bonaventure","05","12"
"2000","136","1261","64","1369","61","N","0","LSU","SE Missouri St","04","13"
"2000","136","1268","74","1233","59","N","0","Maryland","Iona","03","14"
"2000","136","1277","65","1434","38","N","0","Michigan St","Valparaiso","01","16"
"2000","136","1328","74","1457","50","N","0","Oklahoma","Winthrop","03","14"
"2000","136","1345","62","1173","61","N","0","Purdue","Dayton","06","11"
"2000","136","1385","61","1319","56","N","0","St John's","Northern Arizona","02","15"
"2000","136","1393","79","1359","65","N","0","Syracuse","Samford","04","13"
"2000","136","1400","77","1232","61","N","0","Texas","Indiana St","05","12"
"2000","136","1417","65","1123","57","N","0","UCLA","Ball St","06","11"
"2000","136","1428","48","1387","45","N","0","Utah","St Louis","08","09"
"2000","136","1458","66","1201","56","N","0","Wisconsin","Fresno St","08","09"
"2000","137","1153","64","1423","47","N","0","Cincinnati","UNC Wilmington","02","15"
"2000","137","1163","75","1429","67","N","0","Connecticut","Utah St","05","12"
"2000","137","1181","82","1249","55","N","0","Duke","Lamar","01","16"
"2000","137","1196","69","1139","68","N","1","Florida","Butler","05","12"
"2000","137","1228","68","1335","58","N","0","Illinois","Penn","04","13"
"2000","137","1242","81","1177","77","N","1","Kansas","DePaul","08","09"
"2000","137","1274","75","1116","71","N","0","Miami FL","Arkansas","06","11"
"2000","137","1314","84","1281","70","N","0","North Carolina","Missouri","08","09"
"2000","137","1326","87","1111","61","N","0","Ohio St","Appalachian St","03","14"
"2000","137","1329","86","1220","66","N","0","Oklahoma St","Hofstra","03","14"
"2000","137","1337","77","1231","57","N","0","Pepperdine","Indiana","11","06"
"2000","137","1371","72","1332","71","N","1","Seton Hall","Oregon","10","07"
"2000","137","1390","84","1354","65","N","0","Stanford","S Carolina St","01","16"
"2000","137","1396","73","1248","47","N","0","Temple","Lafayette","02","15"
"2000","137","1397","63","1418","58","N","0","Tennessee","ULL","04","13"
"2000","137","1409","89","1424","62","N","0","Tulsa","UNLV","07","10"
"2000","138","1211","82","1385","76","N","0","Gonzaga","St John's","10","02"
"2000","138","1235","79","1120","60","N","0","Iowa St","Auburn","02","07"
"2000","138","1261","72","1400","67","N","0","LSU","Texas","04","05"
"2000","138","1277","73","1428","61","N","0","Michigan St","Utah","01","08"
"2000","138","1345","66","1328","62","N","0","Purdue","Oklahoma","06","03"
"2000","138","1393","52","1246","50","N","0","Syracuse","Kentucky","04","05"
"2000","138","1417","105","1268","70","N","0","UCLA","Maryland","06","03"
"2000","138","1458","66","1112","59","N","0","Wisconsin","Arizona","08","01"
"2000","139","1181","69","1242","64","N","0","Duke","Kansas","01","08"
"2000","139","1196","93","1228","76","N","0","Florida","Illinois","05","04"
"2000","139","1274","75","1326","62","N","0","Miami FL","Ohio St","06","03"
"2000","139","1314","60","1390","53","N","0","North Carolina","Stanford","08","01"
"2000","139","1329","75","1337","67","N","0","Oklahoma St","Pepperdine","03","11"
"2000","139","1371","67","1396","65","N","1","Seton Hall","Temple","10","02"
"2000","139","1397","65","1163","51","N","0","Tennessee","Connecticut","04","05"
"2000","139","1409","69","1153","61","N","0","Tulsa","Cincinnati","07","02"
"2000","143","1235","80","1417","56","N","0","Iowa St","UCLA","02","06"
"2000","143","1277","75","1393","58","N","0","Michigan St","Syracuse","01","04"
"2000","143","1345","75","1211","66","N","0","Purdue","Gonzaga","06","10"
"2000","143","1458","61","1261","48","N","0","Wisconsin","LSU","08","04"
"2000","144","1196","87","1181","78","N","0","Florida","Duke","05","01"
"2000","144","1314","74","1397","69","N","0","North Carolina","Tennessee","08","04"
"2000","144","1329","68","1371","66","N","0","Oklahoma St","Seton Hall","03","10"
"2000","144","1409","80","1274","71","N","0","Tulsa","Miami FL","07","06"
"2000","145","1277","75","1235","64","N","0","Michigan St","Iowa St","01","02"
"2000","145","1458","64","1345","60","N","0","Wisconsin","Purdue","08","06"
"2000","146","1196","77","1329","65","N","0","Florida","Oklahoma St","05","03"
"2000","146","1314","59","1409","55","N","0","North Carolina","Tulsa","08","07"
"2000","152","1196","71","1314","59","N","0","Florida","North Carolina","05","08"
"2000","152","1277","53","1458","41","N","0","Michigan St","Wisconsin","01","08"
"2000","154","1277","89","1196","76","N","0","Michigan St","Florida","01","05"
"2001","134","1322","71","1457","67","N","0","Northwestern LA","Winthrop","16a","16b"
"2001","136","1130","68","1381","65","N","0","Boston College","Southern Utah","03","14"
"2001","136","1153","84","1140","59","N","0","Cincinnati","BYU","05","12"
"2001","136","1181","95","1284","52","N","0","Duke","Monmouth NJ","01","16"
"2001","136","1207","63","1116","61","N","0","Georgetown","Arkansas","10","07"
"2001","136","1209","50","1458","49","N","0","Georgia St","Wisconsin","11","06"
"2001","136","1214","58","1235","57","N","0","Hampton","Iowa St","15","02"
"2001","136","1234","69","1166","56","N","0","Iowa","Creighton","07","10"
"2001","136","1245","77","1231","73","N","0","Kent","Indiana","13","04"
"2001","136","1246","72","1221","68","N","0","Kentucky","Holy Cross","02","15"
"2001","136","1268","83","1206","80","N","0","Maryland","George Mason","03","14"
"2001","136","1281","70","1208","68","N","0","Missouri","Georgia","09","08"
"2001","136","1386","66","1210","62","N","0","St Joseph's PA","Georgia Tech","09","08"
"2001","136","1390","89","1422","60","N","0","Stanford","UNC Greensboro","01","16"
"2001","136","1417","61","1220","48","N","0","UCLA","Hofstra","04","13"
"2001","136","1425","69","1329","54","N","0","USC","Oklahoma St","06","11"
"2001","136","1429","77","1326","68","N","1","Utah St","Ohio St","12","05"
"2001","137","1112","101","1183","76","N","0","Arizona","E Illinois","02","15"
"2001","137","1139","79","1448","63","N","0","Butler","Wake Forest","10","07"
"2001","137","1150","70","1397","63","N","0","Charlotte","Tennessee","09","08"
"2001","137","1196","69","1443","56","N","0","Florida","WKU","03","14"
"2001","137","1201","82","1143","70","N","0","Fresno St","California","09","08"
"2001","137","1211","86","1438","85","N","0","Gonzaga","Virginia","12","05"
"2001","137","1228","96","1322","54","N","0","Illinois","Northwestern LA","01","16a"
"2001","137","1232","70","1328","68","N","1","Indiana St","Oklahoma","13","04"
"2001","137","1242","99","1169","75","N","0","Kansas","CS Northridge","04","13"
"2001","137","1277","69","1106","35","N","0","Michigan St","Alabama St","01","16"
"2001","137","1279","72","1233","70","N","0","Mississippi","Iona","03","14"
"2001","137","1314","70","1343","48","N","0","North Carolina","Princeton","02","15"
"2001","137","1323","83","1462","71","N","0","Notre Dame","Xavier","06","11"
"2001","137","1336","69","1344","59","N","0","Penn St","Providence","07","10"
"2001","137","1393","79","1218","69","N","0","Syracuse","Hawaii","05","12"
"2001","137","1396","79","1400","65","N","0","Temple","Texas","11","06"
"2001","138","1153","66","1245","43","N","0","Cincinnati","Kent","05","13"
"2001","138","1181","94","1281","81","N","0","Duke","Missouri","01","09"
"2001","138","1207","76","1214","57","N","0","Georgetown","Hampton","10","15"
"2001","138","1246","92","1234","79","N","0","Kentucky","Iowa","02","07"
"2001","138","1268","79","1209","60","N","0","Maryland","Georgia St","03","11"
"2001","138","1390","90","1386","83","N","0","Stanford","St Joseph's PA","01","09"
"2001","138","1417","75","1429","50","N","0","UCLA","Utah St","04","12"
"2001","138","1425","74","1130","71","N","0","USC","Boston College","06","03"
"2001","139","1112","73","1139","52","N","0","Arizona","Butler","02","10"
"2001","139","1211","85","1232","68","N","0","Gonzaga","Indiana St","12","13"
"2001","139","1228","79","1150","61","N","0","Illinois","Charlotte","01","09"
"2001","139","1242","87","1393","58","N","0","Kansas","Syracuse","04","05"
"2001","139","1277","81","1201","65","N","0","Michigan St","Fresno St","01","09"
"2001","139","1279","59","1323","56","N","0","Mississippi","Notre Dame","03","06"
"2001","139","1336","82","1314","74","N","0","Penn St","North Carolina","07","02"
"2001","139","1396","75","1196","54","N","0","Temple","Florida","11","03"
"2001","143","1181","76","1417","63","N","0","Duke","UCLA","01","04"
"2001","143","1268","76","1207","66","N","0","Maryland","Georgetown","03","10"
"2001","143","1390","78","1153","65","N","0","Stanford","Cincinnati","01","05"
"2001","143","1425","80","1246","76","N","0","USC","Kentucky","06","02"
"2001","144","1112","66","1279","56","N","0","Arizona","Mississippi","02","03"
"2001","144","1228","80","1242","64","N","0","Illinois","Kansas","01","04"
"2001","144","1277","77","1211","62","N","0","Michigan St","Gonzaga","01","12"
"2001","144","1396","84","1336","72","N","0","Temple","Penn St","11","07"
"2001","145","1181","79","1425","69","N","0","Duke","USC","01","06"
"2001","145","1268","87","1390","73","N","0","Maryland","Stanford","03","01"
"2001","146","1112","87","1228","81","N","0","Arizona","Illinois","02","01"
"2001","146","1277","69","1396","62","N","0","Michigan St","Temple","01","11"
"2001","152","1112","80","1277","61","N","0","Arizona","Michigan St","02","01"
"2001","152","1181","95","1268","84","N","0","Duke","Maryland","01","03"
"2001","154","1181","82","1112","72","N","0","Duke","Arizona","01","02"
"2002","134","1373","81","1108","77","N","0","Siena","Alcorn St","16b","16a"
"2002","136","1104","86","1194","78","N","0","Alabama","FL Atlantic","02","15"
"2002","136","1112","86","1364","81","N","0","Arizona","Santa Barbara","03","14"
"2002","136","1181","84","1457","37","N","0","Duke","Winthrop","01","16"
"2002","136","1231","75","1428","56","N","0","Indiana","Utah","05","12"
"2002","136","1242","70","1221","59","N","0","Kansas","Holy Cross","01","16"
"2002","136","1245","69","1329","61","N","0","Kent","Oklahoma St","10","07"
"2002","136","1246","83","1434","68","N","0","Kentucky","Valparaiso","04","13"
"2002","136","1281","93","1274","80","N","0","Missouri","Miami FL","12","05"
"2002","136","1323","82","1150","63","N","0","Notre Dame","Charlotte","08","09"
"2002","136","1326","69","1172","64","N","0","Ohio St","Davidson","04","13"
"2002","136","1332","81","1285","62","N","0","Oregon","Montana","02","15"
"2002","136","1390","84","1443","68","N","0","Stanford","WKU","08","09"
"2002","136","1409","71","1266","69","N","0","Tulsa","Marquette","12","05"
"2002","136","1423","93","1425","89","N","1","UNC Wilmington","USC","13","04"
"2002","136","1448","83","1337","74","N","0","Wake Forest","Pepperdine","07","10"
"2002","136","1461","73","1211","66","N","0","Wyoming","Gonzaga","11","06"
"2002","137","1143","82","1335","75","N","0","California","Penn","06","11"
"2002","137","1153","90","1131","52","N","0","Cincinnati","Boston Univ","01","16"
"2002","137","1163","78","1214","67","N","0","Connecticut","Hampton","02","15"
"2002","137","1166","83","1196","82","N","2","Creighton","Florida","12","05"
"2002","137","1208","85","1293","68","N","0","Georgia","Murray St","03","14"
"2002","137","1228","93","1361","64","N","0","Illinois","San Diego St","04","13"
"2002","137","1268","85","1373","70","N","0","Maryland","Siena","01","16b"
"2002","137","1280","70","1270","58","N","0","Mississippi St","McNeese St","03","14"
"2002","137","1301","69","1277","58","N","0","NC State","Michigan St","07","10"
"2002","137","1328","71","1227","63","N","0","Oklahoma","IL Chicago","02","15"
"2002","137","1338","71","1148","54","N","0","Pittsburgh","Central Conn","03","14"
"2002","137","1356","76","1403","68","N","0","S Illinois","Texas Tech","11","06"
"2002","137","1400","70","1130","57","N","0","Texas","Boston College","06","11"
"2002","137","1417","80","1279","58","N","0","UCLA","Mississippi","08","09"
"2002","137","1458","80","1385","70","N","0","Wisconsin","St John's","08","09"
"2002","137","1462","70","1218","58","N","0","Xavier","Hawaii","07","10"
"2002","138","1112","68","1461","60","N","0","Arizona","Wyoming","03","11"
"2002","138","1181","84","1323","77","N","0","Duke","Notre Dame","01","08"
"2002","138","1231","76","1423","67","N","0","Indiana","UNC Wilmington","05","13"
"2002","138","1242","86","1390","63","N","0","Kansas","Stanford","01","08"
"2002","138","1245","71","1104","58","N","0","Kent","Alabama","10","02"
"2002","138","1246","87","1409","82","N","0","Kentucky","Tulsa","04","12"
"2002","138","1281","83","1326","67","N","0","Missouri","Ohio St","12","04"
"2002","138","1332","92","1448","87","N","0","Oregon","Wake Forest","02","07"
"2002","139","1163","77","1301","74","N","0","Connecticut","NC State","02","07"
"2002","139","1228","72","1166","60","N","0","Illinois","Creighton","04","12"
"2002","139","1268","87","1458","57","N","0","Maryland","Wisconsin","01","08"
"2002","139","1328","78","1462","65","N","0","Oklahoma","Xavier","02","07"
"2002","139","1338","63","1143","50","N","0","Pittsburgh","California","03","06"
"2002","139","1356","77","1208","75","N","0","S Illinois","Georgia","11","03"
"2002","139","1400","68","1280","64","N","0","Texas","Mississippi St","06","03"
"2002","139","1417","105","1153","101","N","2","UCLA","Cincinnati","08","01"
"2002","143","1231","74","1181","73","N","0","Indiana","Duke","05","01"
"2002","143","1245","78","1338","73","N","1","Kent","Pittsburgh","10","03"
"2002","143","1281","82","1417","73","N","0","Missouri","UCLA","12","08"
"2002","143","1328","88","1112","67","N","0","Oklahoma","Arizona","02","03"
"2002","144","1163","71","1356","59","N","0","Connecticut","S Illinois","02","11"
"2002","144","1242","73","1228","69","N","0","Kansas","Illinois","01","04"
"2002","144","1268","78","1246","68","N","0","Maryland","Kentucky","01","04"
"2002","144","1332","72","1400","70","N","0","Oregon","Texas","02","06"
"2002","145","1231","81","1245","69","N","0","Indiana","Kent","05","10"
"2002","145","1328","81","1281","75","N","0","Oklahoma","Missouri","02","12"
"2002","146","1242","104","1332","86","N","0","Kansas","Oregon","01","02"
"2002","146","1268","90","1163","82","N","0","Maryland","Connecticut","01","02"
"2002","152","1231","73","1328","64","N","0","Indiana","Oklahoma","05","02"
"2002","152","1268","97","1242","88","N","0","Maryland","Kansas","01","01"
"2002","154","1268","64","1231","52","N","0","Maryland","Indiana","01","05"
"2003","134","1421","92","1411","84","N","1","UNC Asheville","TX Southern","16b","16a"
"2003","136","1112","80","1436","51","N","0","Arizona","Vermont","01","16"
"2003","136","1113","84","1272","71","N","0","Arizona St","Memphis","10","07"
"2003","136","1141","79","1166","73","N","0","C Michigan","Creighton","11","06"
"2003","136","1143","76","1301","74","N","1","California","NC State","08","09"
"2003","136","1163","58","1140","53","N","0","Connecticut","BYU","05","12"
"2003","136","1181","67","1161","57","N","0","Duke","Colorado St","03","14"
"2003","136","1211","74","1153","69","N","0","Gonzaga","Cincinnati","09","08"
"2003","136","1228","65","1443","60","N","0","Illinois","WKU","04","13"
"2003","136","1242","64","1429","61","N","0","Kansas","Utah St","02","15"
"2003","136","1266","72","1221","68","N","0","Marquette","Holy Cross","03","14"
"2003","136","1281","72","1356","71","N","0","Missouri","S Illinois","06","11"
"2003","136","1323","70","1454","69","N","0","Notre Dame","WI Milwaukee","05","12"
"2003","136","1328","71","1354","54","N","0","Oklahoma","S Carolina St","01","16"
"2003","136","1390","77","1360","69","N","0","Stanford","San Diego","04","13"
"2003","136","1409","84","1173","71","N","0","Tulsa","Dayton","13","04"
"2003","136","1458","81","1451","74","N","0","Wisconsin","Weber St","05","12"
"2003","137","1120","65","1386","63","N","1","Auburn","St Joseph's PA","10","07"
"2003","137","1139","47","1280","46","N","0","Butler","Mississippi St","12","05"
